"","mouse.names","human.names","mouse.ensemble"
"14226","Bsnd","BSND","ENSMUSG00000025418"
"14227","Flt3","FLT3","ENSMUSG00000042817"
"14228","Iftap","IFTAP","ENSMUSG00000027165"
"14229","Gabra1","GABRA1","ENSMUSG00000010803"
"14230","Gabra5","GABRA5","ENSMUSG00000055078"
"14231","Gabrr2","GABRR2","ENSMUSG00000023267"
"14232","Pdha2","PDHA2","ENSMUSG00000047674"
"14233","Pdhx","PDHX","ENSMUSG00000010914"
"14234","Pdhb","PDHB","ENSMUSG00000021748"
"14235","Csf2rb2","CSF2RB","ENSMUSG00000071714"
"14237","Supt7l","SUPT7L","ENSMUSG00000053134"
"14238","Pmpcb","PMPCB","ENSMUSG00000029017"
"14239","Pmpca","PMPCA","ENSMUSG00000026926"
"14240","Pptc7","PPTC7","ENSMUSG00000038582"
"14241","Ralgapb","RALGAPB","ENSMUSG00000027652"
"14242","Ralgapa2","RALGAPA2","ENSMUSG00000037110"
"14243","Sec61b","SEC61B","ENSMUSG00000053317"
"14245","Sec61g","SEC61G","ENSMUSG00000078974"
"14246","Yap1","YAP1","ENSMUSG00000053110"
"14247","Flt4","FLT4","ENSMUSG00000020357"
"14248","Flt1","FLT1","ENSMUSG00000029648"
"14249","Dnaaf6","DNAAF6","ENSMUSG00000026063"
"14251","Cibar1","CIBAR1","ENSMUSG00000028218"
"14252","Mfge8","MFGE8","ENSMUSG00000030605"
"14253","Aspm","ASPM","ENSMUSG00000033952"
"14254","Dnaaf1","DNAAF1","ENSMUSG00000031831"
"14255","Dnaaf3","DNAAF3","ENSMUSG00000055809"
"14256","Dnaaf5","DNAAF5","ENSMUSG00000025857"
"14257","Helz2","HELZ2","ENSMUSG00000027580"
"14258","Golm2","GOLM2","ENSMUSG00000060227"
"14259","Fli1","FLI1","ENSMUSG00000016087"
"14260","Mettl21e","METTL21EP","ENSMUSG00000046828"
"14261","Gse1","GSE1","ENSMUSG00000031822"
"14262","Herc6","HERC6","ENSMUSG00000029798"
"14263","Mpc2","MPC2","ENSMUSG00000026568"
"14264","Tcof1","TCOF1","ENSMUSG00000024613"
"14265","Lemd1","LEMD1","ENSMUSG00000079330"
"14266","Ttf1","TTF1","ENSMUSG00000026803"
"14267","Abhd2","ABHD2","ENSMUSG00000039202"
"14268","Abhd3","ABHD3","ENSMUSG00000002475"
"14269","Abhd6","ABHD6","ENSMUSG00000025277"
"14270","Abhd16a","ABHD16A","ENSMUSG00000007036"
"14271","Abhd17a","ABHD17A","ENSMUSG00000003346"
"14272","Abhd17c","ABHD17C","ENSMUSG00000038459"
"14273","Ramp1","RAMP1","ENSMUSG00000034353"
"14274","Abhd4","ABHD4","ENSMUSG00000040997"
"14275","Abhd12","ABHD12","ENSMUSG00000032046"
"14276","Abhd17b","ABHD17B","ENSMUSG00000047368"
"14277","Rdm1","RDM1","ENSMUSG00000010362"
"14278","Cracdl","CRACDL","ENSMUSG00000026090"
"14279","Myg1","MYG1","ENSMUSG00000001285"
"14280","Samd9l","SAMD9L","ENSMUSG00000047735"
"14281","Lgals3bp","LGALS3BP","ENSMUSG00000033880"
"14282","Srcin1","SRCIN1","ENSMUSG00000038453"
"14283","Mipep","MIPEP","ENSMUSG00000021993"
"14284","Rtbdn","RTBDN","ENSMUSG00000048617"
"14285","Cfap92","CFAP92","ENSMUSG00000089997"
"14286","Mff","MFF","ENSMUSG00000026150"
"14287","Iglon5","IGLON5","ENSMUSG00000013367"
"14288","Lratd2","LRATD2","ENSMUSG00000072568"
"14289","Fbxo2","FBXO2","ENSMUSG00000041556"
"14290","Nlrp1b","NLRP1","ENSMUSG00000070390"
"14292","Zmat1","ZMAT1","ENSMUSG00000052676"
"14293","Ccdc86","CCDC86","ENSMUSG00000024732"
"14294","Xkr4","XKR4","ENSMUSG00000051951"
"14295","Mdfi","MDFI","ENSMUSG00000032717"
"14296","Fam53c","FAM53C","ENSMUSG00000034300"
"14297","Rbm12b1","RBM12B","ENSMUSG00000046667"
"14299","Ppt2","PPT2","ENSMUSG00000015474"
"14300","Maf1","MAF1","ENSMUSG00000022553"
"14301","Scyl2","SCYL2","ENSMUSG00000069539"
"14302","Srr","SRR","ENSMUSG00000001323"
"14303","Ninj1","NINJ1","ENSMUSG00000037966"
"14304","Tamalin","TAMALIN","ENSMUSG00000000531"
"14305","Impa2","IMPA2","ENSMUSG00000024525"
"14306","Vrk2","VRK2","ENSMUSG00000064090"
"14307","Kcnv1","KCNV1","ENSMUSG00000022342"
"14308","Ndufaf8","NDUFAF8","ENSMUSG00000078572"
"14309","Ero1b","ERO1B","ENSMUSG00000057069"
"14310","Ell2","ELL2","ENSMUSG00000001542"
"14311","Ero1a","ERO1A","ENSMUSG00000021831"
"14312","Cracd","CRACD","ENSMUSG00000036377"
"14313","Astn1","ASTN1","ENSMUSG00000026587"
"14314","Stxbp5l","STXBP5L","ENSMUSG00000022829"
"14315","Nme8","NME8","ENSMUSG00000041138"
"14316","Nme9","NME9","ENSMUSG00000046242"
"14317","Nek3","NEK3","ENSMUSG00000031478"
"14318","Atp1a2","ATP1A2","ENSMUSG00000007097"
"14319","Fxyd2","FXYD2","ENSMUSG00000059412"
"14320","Fxyd7","FXYD7","ENSMUSG00000036578"
"14321","Chst13","CHST13","ENSMUSG00000056643"
"14322","Tgoln1","TGOLN2","ENSMUSG00000056429"
"14324","Mfsd14a","MFSD14A","ENSMUSG00000089911"
"14325","Mfsd14b","MFSD14B","ENSMUSG00000038212"
"14326","Mfsd3","MFSD3","ENSMUSG00000019080"
"14327","Mfsd13b","MFSD13B","ENSMUSG00000030877"
"14328","Fxyd5","FXYD5","ENSMUSG00000009687"
"14329","Mpv17l","MPV17L","ENSMUSG00000022679"
"14330","Mpv17l2","MPV17L2","ENSMUSG00000035559"
"14332","Chrnb3","CHRNB3","ENSMUSG00000031492"
"14333","Maea","MAEA","ENSMUSG00000079562"
"14334","Amer3","AMER3","ENSMUSG00000045174"
"14335","Minar1","MINAR1","ENSMUSG00000039313"
"14336","Cfap251","CFAP251","ENSMUSG00000029442"
"14337","Polr2a","POLR2A","ENSMUSG00000005198"
"14338","Spring1","SPRING1","ENSMUSG00000032840"
"14339","Mal2","MAL2","ENSMUSG00000024479"
"14340","Rhbg","RHBG","ENSMUSG00000104445"
"14341","Dync2i2","DYNC2I2","ENSMUSG00000039715"
"14342","Dync2i1","DYNC2I1","ENSMUSG00000042050"
"14343","Hyls1","HYLS1","ENSMUSG00000050555"
"14344","Dnai4","DNAI4","ENSMUSG00000035126"
"14345","Polr2b","POLR2B","ENSMUSG00000029250"
"14346","AU040320","KIAA0319L","ENSMUSG00000028830"
"14347","Polr2c","POLR2C","ENSMUSG00000031783"
"14348","Polr2h","POLR2H","ENSMUSG00000021018"
"14349","Fnip2","FNIP2","ENSMUSG00000061175"
"14350","Itih1","ITIH1","ENSMUSG00000006529"
"14351","Itih3","ITIH3","ENSMUSG00000006522"
"14352","Itih4","ITIH4","ENSMUSG00000021922"
"14353","Polr2d","POLR2D","ENSMUSG00000024258"
"14354","Polr2l","POLR2L","ENSMUSG00000038489"
"14355","Polr2k","POLR2K","ENSMUSG00000045996"
"14356","Polr2g","POLR2G","ENSMUSG00000071662"
"14357","Zdhhc17","ZDHHC17","ENSMUSG00000035798"
"14358","D130043K22Rik","KIAA0319","ENSMUSG00000006711"
"14359","Dnai3","DNAI3","ENSMUSG00000043020"
"14360","Polr2f","POLR2F","ENSMUSG00000033020"
"14361","St14","ST14","ENSMUSG00000031995"
"14362","Srrm3","SRRM3","ENSMUSG00000039860"
"14363","Dusp29","DUSP29","ENSMUSG00000063821"
"14364","Col4a6","COL4A6","ENSMUSG00000031273"
"14365","Pak5","PAK5","ENSMUSG00000039913"
"14366","Gpr161","GPR161","ENSMUSG00000040836"
"14367","Paqr9","PAQR9","ENSMUSG00000064225"
"14368","Lrrc56","LRRC56","ENSMUSG00000038637"
"14369","Tysnd1","TYSND1","ENSMUSG00000020087"
"14370","Plod3","PLOD3","ENSMUSG00000004846"
"14371","Tcerg1l","TCERG1L","ENSMUSG00000091002"
"14372","Mdp1","MDP1","ENSMUSG00000002329"
"14373","Map3k20","MAP3K20","ENSMUSG00000004085"
"14374","Pcif1","PCIF1","ENSMUSG00000039849"
"14375","Dynlt2b","DYNLT2B","ENSMUSG00000014075"
"14376","Il4i1","IL4I1","ENSMUSG00000074141"
"14377","Scg2","SCG2","ENSMUSG00000050711"
"14378","Gja10","GJA10","ENSMUSG00000051056"
"14379","Gjb3","GJB3","ENSMUSG00000042367"
"14380","Egfem1","EGFEM1P","ENSMUSG00000063600"
"14381","Frmd4a","FRMD4A","ENSMUSG00000026657"
"14382","Gjc1","GJC1","ENSMUSG00000034520"
"14383","Gjc2","GJC2","ENSMUSG00000043448"
"14384","Cckbr","CCKBR","ENSMUSG00000030898"
"14385","Odad1","ODAD1","ENSMUSG00000040189"
"14386","Odad4","ODAD4","ENSMUSG00000006784"
"14387","Odad3","ODAD3","ENSMUSG00000039632"
"14388","Odad2","ODAD2","ENSMUSG00000061802"
"14389","Pabir1","PABIR1","ENSMUSG00000074922"
"14390","Pabir3","PABIR3","ENSMUSG00000036013"
"14391","Pabir2","PABIR2","ENSMUSG00000036022"
"14392","Guf1","GUF1","ENSMUSG00000029208"
"14393","Mpst","MPST","ENSMUSG00000071711"
"14394","Tst","TST","ENSMUSG00000044986"
"14395","Dynlt3","DYNLT3","ENSMUSG00000031176"
"14396","Stx3","STX3","ENSMUSG00000041488"
"14397","Elapor2","ELAPOR2","ENSMUSG00000056004"
"14398","Dynlt5","DYNLT5","ENSMUSG00000028523"
"14399","Otc","OTC","ENSMUSG00000031173"
"14400","Cpt1c","CPT1C","ENSMUSG00000007783"
"14401","Mix23","MIX23","ENSMUSG00000075229"
"14402","Mcoln3","MCOLN3","ENSMUSG00000036853"
"14403","Mib1","MIB1","ENSMUSG00000024294"
"14404","Mcoln1","MCOLN1","ENSMUSG00000004567"
"14405","Mib2","MIB2","ENSMUSG00000029060"
"14406","Brsk1","BRSK1","ENSMUSG00000035390"
"14407","Pou2af3","POU2AF3","ENSMUSG00000079559"
"14408","Mcoln2","MCOLN2","ENSMUSG00000011008"
"14409","Draxin","DRAXIN","ENSMUSG00000029005"
"14410","G6pc3","G6PC3","ENSMUSG00000034793"
"14411","Faap100","FAAP100","ENSMUSG00000025384"
"14412","Tmem120a","TMEM120A","ENSMUSG00000039886"
"14413","Vit","VIT","ENSMUSG00000024076"
"14414","Tafa2","TAFA2","ENSMUSG00000044071"
"14415","Tafa3","TAFA3","ENSMUSG00000055865"
"14416","Wnt11","WNT11","ENSMUSG00000015957"
"14417","Abca7","ABCA7","ENSMUSG00000035722"
"14418","Adam12","ADAM12","ENSMUSG00000054555"
"14419","Avpi1","AVPI1","ENSMUSG00000018821"
"14420","Bcl2l12","BCL2L12","ENSMUSG00000003190"
"14421","Brd8","BRD8","ENSMUSG00000003778"
"14422","Fam174c","FAM174C","ENSMUSG00000035595"
"14423","Prdm16","PRDM16","ENSMUSG00000039410"
"14424","C1galt1","C1GALT1","ENSMUSG00000042460"
"14425","Ccdc134","CCDC134","ENSMUSG00000068114"
"14426","Fam163a","FAM163A","ENSMUSG00000015484"
"14427","Hrob","HROB","ENSMUSG00000034773"
"14428","Ccdc117","CCDC117","ENSMUSG00000020482"
"14429","Cacfd1","CACFD1","ENSMUSG00000015488"
"14430","Cdpf1","CDPF1","ENSMUSG00000064284"
"14431","Coa4","COA4","ENSMUSG00000044881"
"14432","Col23a1","COL23A1","ENSMUSG00000063564"
"14433","Dhx35","DHX35","ENSMUSG00000027655"
"14434","Ccdc34","CCDC34","ENSMUSG00000027160"
"14435","Ccdc71","CCDC71","ENSMUSG00000049305"
"14436","Celf6","CELF6","ENSMUSG00000032297"
"14437","Uhrf1","UHRF1","ENSMUSG00000001228"
"14438","Fam184a","FAM184A","ENSMUSG00000019856"
"14439","Disp3","DISP3","ENSMUSG00000041544"
"14440","Cdk18","CDK18","ENSMUSG00000026437"
"14441","Cyth2","CYTH2","ENSMUSG00000003269"
"14442","Dbndd1","DBNDD1","ENSMUSG00000031970"
"14443","Fibcd1","FIBCD1","ENSMUSG00000026841"
"14444","Fignl2","FIGNL2","ENSMUSG00000095440"
"14445","Gab3","GAB3","ENSMUSG00000032750"
"14446","Fndc10","FNDC10","ENSMUSG00000074738"
"14448","Galntl6","GALNTL6","ENSMUSG00000096914"
"14449","Spag17","SPAG17","ENSMUSG00000027867"
"14450","Pheta2","PHETA2","ENSMUSG00000049687"
"14451","Pheta1","PHETA1","ENSMUSG00000044134"
"14452","Golph3","GOLPH3","ENSMUSG00000022200"
"14453","Cspg4b","CSPG4BP","ENSMUSG00000021763"
"14454","Gtpbp8","GTPBP8","ENSMUSG00000022668"
"14455","Itgad","ITGAD","ENSMUSG00000070369"
"14456","Gca","GCA","ENSMUSG00000026893"
"14457","Gfod1","GFOD1","ENSMUSG00000051335"
"14458","Gltpd2","GLTPD2","ENSMUSG00000046811"
"14459","Zfp638","ZNF638","ENSMUSG00000030016"
"14460","Kcnb2","KCNB2","ENSMUSG00000092083"
"14461","Hscb","HSCB","ENSMUSG00000043510"
"14462","Ganab","GANAB","ENSMUSG00000071650"
"14463","Gdpgp1","GDPGP1","ENSMUSG00000050973"
"14464","Gmeb2","GMEB2","ENSMUSG00000038705"
"14465","Lect2","LECT2","ENSMUSG00000021539"
"14466","Lrrc75a","LRRC75A","ENSMUSG00000046417"
"14467","Malsu1","MALSU1","ENSMUSG00000029815"
"14468","Maneal","MANEAL","ENSMUSG00000042763"
"14469","Map10","MAP10","ENSMUSG00000050930"
"14470","Mgarp","MGARP","ENSMUSG00000037161"
"14471","Mzt1","MZT1","ENSMUSG00000033186"
"14472","Trappc11","TRAPPC11","ENSMUSG00000038102"
"14473","Pdpr","PDPR","ENSMUSG00000033624"
"14474","Pfn4","PFN4","ENSMUSG00000020639"
"14475","Trappc4","TRAPPC4","ENSMUSG00000032112"
"14476","Trappc6b","TRAPPC6B","ENSMUSG00000020993"
"14477","Trappc6a","TRAPPC6A","ENSMUSG00000002043"
"14478","Kics2","KICS2","ENSMUSG00000053684"
"14479","Dmac2l","DMAC2L","ENSMUSG00000054894"
"14480","Agbl5","AGBL5","ENSMUSG00000029165"
"14481","Adamts2","ADAMTS2","ENSMUSG00000036545"
"14482","Olfm4","OLFM4","ENSMUSG00000022026"
"14483","Dlg1","DLG1","ENSMUSG00000022770"
"14484","Trappc5","TRAPPC5","ENSMUSG00000040236"
"14485","Trappc2","TRAPPC2","ENSMUSG00000079317"
"14486","Trappc1","TRAPPC1","ENSMUSG00000049299"
"14487","Trappc2l","TRAPPC2L","ENSMUSG00000015013"
"14488","Dnai7","DNAI7","ENSMUSG00000043541"
"14489","Agbl4","AGBL4","ENSMUSG00000061298"
"14490","Agbl2","AGBL2","ENSMUSG00000040812"
"14491","Osbp2","OSBP2","ENSMUSG00000020435"
"14492","Ndufc1","NDUFC1","ENSMUSG00000037152"
"14493","Nkapd1","NKAPD1","ENSMUSG00000059820"
"14494","Trappc3","TRAPPC3","ENSMUSG00000028847"
"14495","Togaram1","TOGARAM1","ENSMUSG00000035614"
"14496","Fermt2","FERMT2","ENSMUSG00000037712"
"14497","Plbd2","PLBD2","ENSMUSG00000029598"
"14498","Masp2","MASP2","ENSMUSG00000028979"
"14499","Plekhb1","PLEKHB1","ENSMUSG00000030701"
"14500","Ppp1r14d","PPP1R14D","ENSMUSG00000027317"
"14501","Prorsd1","PRORSD1P","ENSMUSG00000032673"
"14502","Psmd4","PSMD4","ENSMUSG00000005625"
"14503","Mpp3","MPP3","ENSMUSG00000052373"
"14504","Mpp7","MPP7","ENSMUSG00000057440"
"14505","Fermt3","FERMT3","ENSMUSG00000024965"
"14506","Pla2g10","PLA2G10","ENSMUSG00000022683"
"14507","Loxhd1","LOXHD1","ENSMUSG00000032818"
"14508","Masp1","MASP1","ENSMUSG00000022887"
"14509","Sgta","SGTA","ENSMUSG00000004937"
"14510","Plp2","PLP2","ENSMUSG00000031146"
"14512","Tmem236","TMEM236","ENSMUSG00000061531"
"14513","Ppp1r17","PPP1R17","ENSMUSG00000002930"
"14514","Prr35","PRR35","ENSMUSG00000025727"
"14515","Psma2","PSMA2","ENSMUSG00000015671"
"14516","Rasgrf1","RASGRF1","ENSMUSG00000032356"
"14517","Mpp4","MPP4","ENSMUSG00000079550"
"14518","Rd3l","RD3L","ENSMUSG00000091402"
"14519","Pals1","PALS1","ENSMUSG00000021112"
"14520","Pals2","PALS2","ENSMUSG00000038388"
"14521","P4htm","P4HTM","ENSMUSG00000006675"
"14522","Plxdc2","PLXDC2","ENSMUSG00000026748"
"14523","Sem1","SEM1","ENSMUSG00000042541"
"14524","Rhno1","RHNO1","ENSMUSG00000048668"
"14525","Rhobtb3","RHOBTB3","ENSMUSG00000021589"
"14526","Pdp1","PDP1","ENSMUSG00000049225"
"14527","Phaf1","PHAF1","ENSMUSG00000031889"
"14528","Prima1","PRIMA1","ENSMUSG00000041669"
"14529","Rap1gap","RAP1GAP","ENSMUSG00000041351"
"14530","Sspo","SSPOP","ENSMUSG00000029797"
"14531","Pcyt1a","PCYT1A","ENSMUSG00000005615"
"14532","Mettl25b","METTL25B","ENSMUSG00000004896"
"14533","Sh2d7","SH2D7","ENSMUSG00000046460"
"14534","Senp1","SENP1","ENSMUSG00000033075"
"14535","Sgms1","SGMS1","ENSMUSG00000040451"
"14536","Shld2","SHLD2","ENSMUSG00000041471"
"14537","Ocel1","OCEL1","ENSMUSG00000002396"
"14538","Mgl2","CLEC10A","ENSMUSG00000040950"
"14540","Pcyt1b","PCYT1B","ENSMUSG00000035246"
"14541","Rundc1","RUNDC1","ENSMUSG00000035007"
"14542","Saysd1","SAYSD1","ENSMUSG00000045107"
"14543","Sbk1","SBK1","ENSMUSG00000042978"
"14544","Brip1","BRIP1","ENSMUSG00000034329"
"14545","Sac3d1","SAC3D1","ENSMUSG00000024790"
"14546","Tafazzin","TAFAZZIN","ENSMUSG00000009995"
"14547","Sgpp1","SGPP1","ENSMUSG00000021054"
"14548","Simc1","SIMC1","ENSMUSG00000043183"
"14549","Sla2","SLA2","ENSMUSG00000027636"
"14550","Nefm","NEFM","ENSMUSG00000022054"
"14551","Mccc2","MCCC2","ENSMUSG00000021646"
"14552","Mccc1","MCCC1","ENSMUSG00000027709"
"14553","Sanbr","SANBR","ENSMUSG00000042208"
"14554","Slc12a6","SLC12A6","ENSMUSG00000027130"
"14555","Slc15a5","SLC15A5","ENSMUSG00000044378"
"14556","Yju2b","YJU2B","ENSMUSG00000004994"
"14557","Slc16a3","SLC16A3","ENSMUSG00000025161"
"14558","Ptges3l","PTGES3L","ENSMUSG00000097487"
"14559","Slc25a10","SLC25A10","ENSMUSG00000025792"
"14560","Slc29a4","SLC29A4","ENSMUSG00000050822"
"14561","Ankfn1","ANKFN1","ENSMUSG00000047773"
"14562","Acap2","ACAP2","ENSMUSG00000049076"
"14563","Arap2","ARAP2","ENSMUSG00000037999"
"14564","Pfn2","PFN2","ENSMUSG00000027805"
"14565","Gatd1","GATD1","ENSMUSG00000051007"
"14566","Caskin2","CASKIN2","ENSMUSG00000034471"
"14567","Cep170b","CEP170B","ENSMUSG00000072825"
"14568","Bbln","BBLN","ENSMUSG00000039195"
"14569","Tnrc6b","TNRC6B","ENSMUSG00000047888"
"14570","Cfap221","CFAP221","ENSMUSG00000036962"
"14571","Colgalt2","COLGALT2","ENSMUSG00000032649"
"14572","Gfus","GFUS","ENSMUSG00000022570"
"14573","Itgb3bp","ITGB3BP","ENSMUSG00000028549"
"14574","Kbtbd13","KBTBD13","ENSMUSG00000054978"
"14575","Ntmt2","NTMT2","ENSMUSG00000040113"
"14576","Pamr1","PAMR1","ENSMUSG00000027188"
"14577","Mettl8","METTL8","ENSMUSG00000041975"
"14578","Elapor1","ELAPOR1","ENSMUSG00000040412"
"14579","Entrep3","ENTREP3","ENSMUSG00000032657"
"14580","Fez2","FEZ2","ENSMUSG00000056121"
"14581","Cmklr2","CMKLR2","ENSMUSG00000046856"
"14582","Mtrfr","MTRFR","ENSMUSG00000047635"
"14583","Perm1","PERM1","ENSMUSG00000078486"
"14584","Mettl5","METTL5","ENSMUSG00000051730"
"14585","Mettl13","METTL13","ENSMUSG00000026694"
"14586","Trmt6","TRMT6","ENSMUSG00000037376"
"14587","Myrip","MYRIP","ENSMUSG00000041794"
"14588","Mettl4","METTL4","ENSMUSG00000055660"
"14589","Mettl6","METTL6","ENSMUSG00000021891"
"14590","Ddx19b","DDX19B","ENSMUSG00000033658"
"14591","Ddx19a","DDX19A","ENSMUSG00000015023"
"14592","Exoc1l","EXOC1L","ENSMUSG00000091204"
"14593","Trmt112","TRMT112","ENSMUSG00000038812"
"14594","Lamb3","LAMB3","ENSMUSG00000026639"
"14595","Mettl21a","METTL21A","ENSMUSG00000025956"
"14596","Paox","PAOX","ENSMUSG00000025464"
"14597","Rin2","RIN2","ENSMUSG00000001768"
"14598","Prrt4","PRRT4","ENSMUSG00000079654"
"14599","Coq10a","COQ10A","ENSMUSG00000039914"
"14600","Prr5l","PRR5L","ENSMUSG00000032841"
"14601","Ptgr1","PTGR1","ENSMUSG00000028378"
"14602","Mfhas1","MFHAS1","ENSMUSG00000070056"
"14603","Srms","SRMS","ENSMUSG00000027579"
"14604","Rtkn","RTKN","ENSMUSG00000034930"
"14605","Topaz1","TOPAZ1","ENSMUSG00000094985"
"14606","Smim24","SMIM24","ENSMUSG00000078439"
"14607","Son","SON","ENSMUSG00000022961"
"14608","Ssbp2","SSBP2","ENSMUSG00000003992"
"14609","Tenm2","TENM2","ENSMUSG00000049336"
"14610","Tm6sf1","TM6SF1","ENSMUSG00000038623"
"14611","Tm6sf2","TM6SF2","ENSMUSG00000036151"
"14612","Tmem269","TMEM269","ENSMUSG00000028642"
"14613","Gatd3a","GATD3","ENSMUSG00000053329"
"14614","Tmem275","TMEM275","ENSMUSG00000034185"
"14615","Tmem71","TMEM71","ENSMUSG00000036944"
"14616","Tmem81","TMEM81","ENSMUSG00000048174"
"14617","Ptgfrn","PTGFRN","ENSMUSG00000027864"
"14618","Rtkn2","RTKN2","ENSMUSG00000037846"
"14619","Slc35g1","SLC35G1","ENSMUSG00000044026"
"14620","Tex55","TEX55","ENSMUSG00000022798"
"14621","Cndp1","CNDP1","ENSMUSG00000056162"
"14622","Trp53i13","TP53I13","ENSMUSG00000044328"
"14623","Tstd1","TSTD1","ENSMUSG00000103711"
"14624","Tstd3","TSTD3","ENSMUSG00000028251"
"14625","Uba6","UBA6","ENSMUSG00000035898"
"14626","Vamp1","VAMP1","ENSMUSG00000030337"
"14627","Vstm2b","VSTM2B","ENSMUSG00000039257"
"14628","Zc3h12a","ZC3H12A","ENSMUSG00000042677"
"14629","Zfp91","ZFP91","ENSMUSG00000024695"
"14630","Wiz","WIZ","ENSMUSG00000024050"
"14631","Zfhx3","ZFHX3","ENSMUSG00000038872"
"14632","Zhx3","ZHX3","ENSMUSG00000035877"
"14633","Zyg11b","ZYG11B","ENSMUSG00000034636"
"14634","Zyg11a","ZYG11A","ENSMUSG00000034645"
"14635","Ccdc92b","CCDC92B","ENSMUSG00000069814"
"14636","Vps37d","VPS37D","ENSMUSG00000043614"
"14637","Wdr31","WDR31","ENSMUSG00000028391"
"14638","Top1","TOP1","ENSMUSG00000070544"
"14639","Zbtb26","ZBTB26","ENSMUSG00000050714"
"14640","Bicral","BICRAL","ENSMUSG00000036568"
"14641","Slc23a4","SLC23A4P","ENSMUSG00000029847"
"14642","Zfta","ZFTA","ENSMUSG00000053080"
"14643","Cfap210","CFAP210","ENSMUSG00000070883"
"14644","Barx2","BARX2","ENSMUSG00000032033"
"14645","Suv39h1","SUV39H1","ENSMUSG00000039231"
"14646","Lrfn3","LRFN3","ENSMUSG00000036957"
"14647","Tmcc2","TMCC2","ENSMUSG00000042066"
"14648","Tmem208","TMEM208","ENSMUSG00000014856"
"14649","Wdr89","WDR89","ENSMUSG00000045690"
"14650","Rimoc1","RIMOC1","ENSMUSG00000041935"
"14651","Gpr3","GPR3","ENSMUSG00000049649"
"14652","Ints15","INTS15","ENSMUSG00000039244"
"14653","Cstpp1","CSTPP1","ENSMUSG00000040591"
"14654","Gstp1","GSTP1","ENSMUSG00000060803"
"14657","Anpep","ANPEP","ENSMUSG00000039062"
"14658","Dpf3","DPF3","ENSMUSG00000021221"
"14659","Chmp1b2","CHMP1B2P","ENSMUSG00000031242"
"14660","Chmp1b","CHMP1B","ENSMUSG00000109901"
"14661","Dpf1","DPF1","ENSMUSG00000030584"
"14662","Fam131a","FAM131A","ENSMUSG00000050821"
"14663","Nalf1","NALF1","ENSMUSG00000079157"
"14664","Fam222a","FAM222A","ENSMUSG00000041930"
"14665","6430548M08Rik","KIAA0513","ENSMUSG00000031824"
"14666","5031439G07Rik","KIAA0930","ENSMUSG00000036046"
"14667","Tmem178","TMEM178A","ENSMUSG00000024245"
"14668","Plcb4","PLCB4","ENSMUSG00000039943"
"14669","Marchf1","MARCHF1","ENSMUSG00000036469"
"14670","Marchf5","MARCHF5","ENSMUSG00000023307"
"14671","Marchf8","MARCHF8","ENSMUSG00000025702"
"14672","Septin5","SEPTIN5","ENSMUSG00000072214"
"14673","Septin6","SEPTIN6","ENSMUSG00000050379"
"14674","Septin9","SEPTIN9","ENSMUSG00000059248"
"14675","Septin10","SEPTIN10","ENSMUSG00000019917"
"14676","Septin14","SEPTIN14","ENSMUSG00000034219"
"14677","Septin2","SEPTIN2","ENSMUSG00000026276"
"14678","Xkr7","XKR7","ENSMUSG00000042631"
"14679","Marchf9","MARCHF9","ENSMUSG00000040502"
"14680","Marchf2","MARCHF2","ENSMUSG00000079557"
"14681","Marchf6","MARCHF6","ENSMUSG00000039100"
"14682","Septin7","SEPTIN7","ENSMUSG00000001833"
"14683","Septin12","SEPTIN12","ENSMUSG00000022542"
"14684","Septin3","SEPTIN3","ENSMUSG00000022456"
"14685","Marchf11","MARCHF11","ENSMUSG00000022269"
"14686","Dtx3l","DTX3L","ENSMUSG00000049502"
"14687","Gm2a","GM2A","ENSMUSG00000000594"
"14688","Fmr1","FMR1","ENSMUSG00000000838"
"14689","Sart1","SART1","ENSMUSG00000039148"
"14690","Tbl1xr1","TBL1XR1","ENSMUSG00000027630"
"14691","Ift25","IFT25","ENSMUSG00000063172"
"14692","Paf1","PAF1","ENSMUSG00000003437"
"14693","Slc22a3","SLC22A3","ENSMUSG00000023828"
"14694","Sycp2","SYCP2","ENSMUSG00000060445"
"14695","Sycp1","SYCP1","ENSMUSG00000027855"
"14696","Trex1","TREX1","ENSMUSG00000049734"
"14697","Trex2","TREX2","ENSMUSG00000031372"
"14698","Syne2","SYNE2","ENSMUSG00000063450"
"14699","Ogfod3","OGFOD3","ENSMUSG00000025169"
"14700","Kcnj16","KCNJ16","ENSMUSG00000051497"
"14701","Maz","MAZ","ENSMUSG00000030678"
"14702","Vav3","VAV3","ENSMUSG00000033721"
"14703","Bmal1","BMAL1","ENSMUSG00000055116"
"14704","Fbxl9","FBXL9P","ENSMUSG00000041679"
"14705","Mfsd2a","MFSD2A","ENSMUSG00000028655"
"14706","Spns1","SPNS1","ENSMUSG00000030741"
"14707","Pakap","PALM2AKAP2","ENSMUSG00000090053"
"14708","Hycc1","HYCC1","ENSMUSG00000028995"
"14709","Hapstr1","HAPSTR1","ENSMUSG00000022507"
"14710","Nherf4","NHERF4","ENSMUSG00000032105"
"14711","Msra","MSRA","ENSMUSG00000054733"
"14712","Spns2","SPNS2","ENSMUSG00000040447"
"14713","Spns3","SPNS3","ENSMUSG00000020798"
"14714","Nherf1","NHERF1","ENSMUSG00000020733"
"14715","Hycc2","HYCC2","ENSMUSG00000038174"
